(lat,lon),ris
(-106.26610444999794, 21.306468156359625),1337
(-87.59125913845244, 13.335859253918715),69
(-5.083631813303985, 48.44877558362183),1337
(-61.73302609207015, -63.73491984052077),0
(157.32376426070311, -8.496317698865704),1337
(175.15422521232605, -36.76289740240098),0
(-66.1368998043289, 11.804026747983029),69
(73.26741732100346, 6.1547600659513195),420
(-74.4362668582486, -45.538176467191555),69
(107.51094454016517, 20.9816683778511),69
(21.321402325699072, 60.37285116481679),69
(-127.87096888539381, 50.89498174804693),420
(-130.5670287437904, 53.804214173213936),0
(-137.0032972431018, -18.327541923142682),0
(-4.5658393222300155, 21.831129801718777),69
(156.53664368417893, -7.963320085071397),1337
(167.45452325609594, -14.292671029682756),420
(12.340001161586168, 37.93156041900946),1337
(-89.57019530219283, 75.453892956387),420
(-160.30868674885184, 58.68820609676835),420
(137.07915104027836, -15.6685425391396),1337
(22.163804587764215, 60.37753862026166),1337
(-36.068630895411545, -54.64950125523316),1337
(92.97870262194479, 19.985656077187482),420
(176.31976631090606, -6.290147632052609),0
(-128.9757353647598, 52.60459823932502),420
(124.70431272426787, 9.163445295379656),420
(-133.86642268353637, 55.91884680599031),420
(-17.722211977760015, 28.733227277660323),420
(72.90526608562928, 2.6778066054769147),1337
(165.95677178341737, -10.688464091202377),1337
(-133.90537868938384, 69.61962384085336),420
(-89.62901962994276, -1.3784123380652251),69
(-162.84064255019481, -79.83501617140777),0
(-59.690976901959786, -62.37854203254845),0
(-114.39082590247448, 68.87866210949342),69
(136.8918399065335, -13.83157755126984),0
(-41.39665403162799, 63.084420856376035),0
(107.99337954957099, 4.734888651613127),0
(120.80257802057595, 38.293881678223684),420
(-45.27762143043607, 60.145337875377884),69
(-174.00119338642213, -18.684335131148135),0
(-70.74519012405739, 41.489111093282574),69
(-116.527311005525, 70.55525098207413),69
(175.9400029545831, 52.349893123296866),0
(22.545987898685127, 65.56934665009884),1337
(179.37133101339876, -16.3349756571142),1337
(-60.25423527238104, -62.64491331958417),420
(-148.10546959372692, 60.094374109782265),1337
(122.9570487128601, 7.395189537671901),0
(18.29458196040895, 58.93380673041088),1337
(128.9646320732621, -8.219817190866246),69
(117.60568198632171, -8.202382608903592),0
(123.61855802432599, 9.116378398896495),1337
(-82.26520596172138, 9.415980388884265),69
(-114.40604802320242, 68.89569541034163),420
(13.957365265375122, 40.73269770788869),69
(73.51800513257812, 3.358585762383082),1337
(-138.6786207307027, -10.516624570302495),69
(-6.375654733109253, 62.28278082646977),1337
(-131.64749199567254, 52.66145916592556),420
(-120.362224880638, 34.06842249230475),420
(-114.43402052465987, 68.8877694721133),69
(129.38928699711266, 33.18105827294713),420
(3.2595805466809695, -70.4406780904497),0
(-74.00516201152395, -44.78456221198924),1337
(123.59438873727962, -12.436236528466617),1337
(-91.10317153219133, 62.67548791532982),420
(54.5189359451437, -15.890589066669595),420
(-74.56697859753126, -45.52210880413675),420
(66.75056336043437, 28.086615136005268),420
(-73.44329335455326, -53.543424104895834),69
(126.38580138750156, 1.3099911136530957),1337
(114.00356409212532, 22.30908207790477),69
(130.0626518706509, 32.50404881039086),1337
(154.7285489872559, 0.9655863446978251),0
(-37.13297942643628, 65.54548884908061),69
(125.34646015856545, 2.0950687046678573),0
(-3.321190356971891, 58.82321671789547),1337
(-7.0056269273196765, 57.91016370452156),69
(-72.70504591219478, 71.57959899497898),1337
(73.24859883597964, 6.08182197226632),0
(-63.35710744575224, -64.54159874467123),0
(-156.69853642803065, 56.04902587188291),69
(-84.98795419523944, 77.51569965394823),1337
(114.27971548707474, 11.044937732768956),69
(-21.902635535231916, 74.23419538600491),420
(-16.151687063885152, 11.13526681913653),420
(176.83745340297895, -2.6426804899219043),1337
(-94.58676816285771, 75.83502882787475),420
(-43.676977736254834, -2.3988588916136044),0
(90.56948749308042, 22.136959149528174),1337
(-166.1826844708537, 53.739718220228326),420
(20.45826059752239, 79.12261917373797),0
(-52.9634311256136, 47.63803686854506),1337
(-68.8850495266205, 44.34418923966743),1337
(-64.15953644960044, 10.822356094185405),0
(73.63388483506918, 4.369033956963146),1337
(150.40662881496624, 8.578885945092031),420
(127.12348217529862, 4.763008976312512),0
(-63.011641511701576, -64.8858469122189),69
(98.37896019256588, 7.87994278337349),420
(-16.2422985960845, 11.229560845284922),69
(73.49080020363837, 4.717544923969581),0
(-165.41502484640276, 66.42230179112752),420
(113.70655951228859, -28.465033920393896),420
(19.2150071202111, 58.364544027151396),420
(-146.39075097115128, -16.14356317586709),69
(21.161693677236993, 80.70314921382978),0
(72.9088656541603, 7.08904193594482),1337
(4.999493030541811, 62.003257619007805),0
(-41.477110871504244, 63.070036459299295),0
(-133.82707807921605, 56.96626206891089),0
(47.295257156731246, -11.561232708915256),0
(90.46398287335347, 21.992104689578035),69
(-152.2494532040402, 58.94756828946448),0
(-133.45697910380517, 55.43917244605202),420
(169.77640825436353, -20.169643837138356),1337
(-145.6046965379988, -16.124109828856078),1337
(-74.64797092837337, -52.02651841039505),1337
(20.849875492875846, 70.12037236614239),0
(-90.79869097188856, 0.5738987857774824),420
(-79.79652032934173, -2.5529892269866283),0
(16.48654073365413, 43.18156719535253),0
(97.86624859511139, 9.384059979600718),1337
(-50.68672192017648, 63.05144167877035),420
(127.4916479163386, 34.43541204042692),0
(103.1793318657106, 0.5196984340680552),0
(5.83169986515341, 62.32646237280612),0
(-168.16597000987898, -14.520972248664084),1337
(-100.16704637060575, 68.29343391320684),1337
(-150.66936165721614, 59.34906297658183),69
(-130.85256879952897, 54.55790170499587),420
(123.36865643392017, -1.690351686166182),0
(144.4508934900708, 43.942136091422164),69
(-18.104141165805903, 77.6643200074636),1337
(-7.203337352284807, 57.461536199299125),0
(30.028808118085447, 45.755855683604906),69
(72.82945626437318, 3.5050803115670157),1337
(115.15811754298643, 0.29509145487562627),420
(-72.02427893932581, 61.85930147871102),69
(-109.06879095737582, 67.79252188080908),420
(-74.64465221752833, -50.384042268890326),69
(21.371189133250397, 60.541333316380175),1337
(-176.77811520140887, 51.753788579699524),69
(126.75862212981015, 3.8273364396950336),69
(110.61961201459286, 20.93184693988144),1337
(-20.264447265355052, 63.418316449746555),420
(-122.66804432862084, 48.6896431031033),1337
(-96.59333380490622, 28.259733156738005),69
(-161.87259596736635, 70.34967197398342),420
(4.040455067582178, 40.02357095684904),420
(176.3183537461464, -6.2936706198598165),0
(-121.84008369642993, 72.26742100986193),69
(-82.69341083639428, 28.764291878783947),1337
(21.827520957133977, 60.169528473905615),1337
(16.40518263201937, 68.70829961974886),0
(14.637811520139888, 44.32254040807276),1337
(100.70382609085122, -65.85500884508875),1337
(-116.6706576065447, 70.49412012382159),420
(72.98590407103583, 0.300684406947124),0
(18.859750955122557, 59.39825947949383),1337
(-139.58367995690745, -8.883675380998612),420
(-61.181012964661996, 12.874613098712318),0
(127.14444618904193, 4.755059446920964),0
(73.0273334749221, 6.578550803170017),1337
(-31.22763222970605, 39.440353759833464),420
(93.38655689704643, 14.125576816097736),420
(-78.98658510864645, 20.865084750535278),0
(88.85264671680818, 21.572169906218246),0
(-6.003758014448584, 57.301766721753964),0
(-128.69154904101865, 50.803708209025906),69
(-72.15633470901267, 21.815677086867364),420
(-62.81906124724587, 17.898128172419334),0
(-179.12320343420515, 51.22272507290108),420
(160.35679178712275, -9.112722974855547),0
(-176.63835310065338, 0.7962117198698409),0
(-62.060764475681346, 57.84613094789975),69
(-115.7529519141225, 24.953302228426644),420
(16.8153399755267, 42.94999025620825),1337
(-79.4324362075608, 52.24645287995459),420
(-78.67015584966224, 58.78746835317522),69
(20.750206671690663, 80.63196640274012),0
(-82.67573787348847, 28.72012453988694),420
(106.91744536052956, 10.3970719489453),0
(85.87823827415015, 27.723879409598652),69
(43.29018252860053, -11.43763121106793),0
(168.73807427871668, 4.588858634883047),0
(117.82643880254393, 3.5313038543877227),1337
(-139.19815361702004, 69.55384429120164),1337
(19.239798270656053, 58.372374941480544),69
(127.48947406413777, 34.44938264269213),69
(126.79361927671515, 4.429802345534424),69
(27.85886747652675, 36.08923674730149),1337
(-176.07396638654228, 52.0858921167415),69
(167.4469429695393, -16.230186191150242),420
(-79.83373037978394, 56.82171867494969),0
(154.38895767116446, -21.029077698446965),0
(-14.34958136264765, -7.903529050980382),420
(49.829504701980746, -17.039275880493946),0
(-62.415940248719714, 9.999542379225446),0
(-33.43920214412146, 67.17509541566406),420
(-62.6810756027829, -64.68382300201058),1337
(173.02859487408205, 1.726271315611583),420
(91.87470686962064, 21.88169146913275),69
(135.98468322418782, -11.670834753252027),0
(-64.73220187915973, 18.445085765360243),420
(36.57870754211848, 25.718543015751237),0
(133.38076138535092, -11.622996623165761),69
(-70.61194592271929, 41.39206207092545),1337
(-9.703917130825905, 53.25238402050503),0
(-18.341120279749685, 78.62982366613146),0
(128.24717734215798, 34.64714235707935),69
(-150.67200203829142, -76.78240999649947),420
(-169.79041795090583, 63.04921216319321),420
(-111.38775381538154, 27.97625467760729),69
(-150.39724030473818, 59.44255884566253),1337
(125.68311542473548, 37.66202179784483),1337
(5.493391595284499, 60.48417323033475),0
(55.66304148691078, -4.333386623770785),420
(-73.76335448036477, 23.098114224655504),1337
(-133.5356012773382, 54.82478877702212),420
(10.909807070208117, 42.34430673677693),1337
(10.79953477138346, 64.87629045044967),0
(14.974117241577577, 38.395225633202735),0
(92.82966880441711, 12.200949746779477),0
(-74.42747208788131, -49.60880642913949),0
(-131.0879358822554, 54.606694288072866),0
(98.239770811266, 11.25015744470008),1337
(119.60229351476725, 11.167702602498002),1337
(-61.732917905389876, 17.57106684623738),1337
(27.857147942714196, 36.57875532270841),69
(25.38650774667785, 36.714426899055134),1337
(-47.01585378574039, 60.80764548277814),1337
(-62.29214450247519, -64.33039697046472),69
(-75.02188507744577, 18.411455093936134),69
(-45.250194291979675, -23.83792838949236),0
(11.683132552909056, -16.53633769630028),0
(-77.24550753926157, 26.44547820763814),69
(-110.30365552602372, 72.65064909718917),69
(176.142336643113, -5.6957423368199835),0
(-67.19456975546501, -55.77025594040424),420
(-92.7988072864111, 61.943424060423084),0
(73.65555036048679, 10.143016286941252),1337
(20.10648511689525, 60.03996290476438),69
(-120.38059390778446, 34.02715001706055),69
(18.08827033611044, 62.70963356473592),1337
(-74.01233143796742, -52.168791846923924),1337
(177.02104355080252, -12.507175880875806),1337
(-19.110488545163435, 80.08423738671691),1337
(-36.60332993696464, 65.91411249265064),69
(124.18074346722756, -9.306160797675169),69
(97.01758409875026, -66.38426284455355),1337
(-68.36908885875933, 44.26479725834379),420
(-6.138024680941606, 56.54203314907488),69
(21.20821991138551, 60.861687927578096),0
(44.8749672723332, 9.566518996186005),69
(120.10246995538841, 23.526119989082815),1337
(168.26013735397441, -15.864291424884849),1337
(-65.2083169410576, 61.557006959068374),1337
(-70.31321752478681, -54.115980069216775),0
(-165.96440704190653, 54.18335127272088),69
(164.67593075771651, -67.33235531291999),69
(115.0131837868009, 11.110827950227772),1337
(21.295413382510674, 80.68057453910816),0
(11.697619545476591, 65.10362837766462),0
(-58.73711347458687, -62.11252621447913),1337
(114.46561499100832, 10.368786831688734),1337
(55.38162451845899, -5.860625025386386),69
(-53.202224217142536, 82.23392698490007),420
(145.3524730948393, -38.541254924990874),420
(33.7431265945886, 35.01298623653813),1337
(-53.011727718549274, 47.594810096613465),420
(25.565946863628017, 40.466137974129005),69
(132.54026218699565, 34.119944138200694),69
(120.9940044052529, -66.84183059027532),69
(128.79364987207256, -3.6752941653306666),420
(110.49459861951782, 21.012239592234828),1337
(93.38967754670803, 14.129519969583159),0
(98.83265330341695, -66.39612170577722),69
(-76.44688441321979, -13.824819956080667),69
(153.41571430212485, -27.09598928709933),69
(97.46694206509845, 11.794565065585878),420
(117.34249307481693, 8.298683831718341),0
(-123.33115154628635, 49.47421534677591),1337
(-74.51982026645496, -51.110348150610406),0
(-17.9166386053362, 28.66765187448833),420
(-139.52923623679908, -8.910728769893469),420
(-70.23471245590751, -54.235691714533715),1337
(-83.88031672542542, 8.703572065630407),1337
(11.029025034272944, 59.06617538467535),0
(-63.25044393722575, 17.62453361604026),1337
(123.75351987398088, 11.194845868335593),69
(179.9043498032999, -9.39845626583746),420
(-74.37552482595501, -52.07392415414584),1337
(-79.1272501536249, 8.405632598416462),0
(-97.40537192746959, 69.9121723399842),420
(121.10361514547114, 27.97423208205481),0
(-81.68242274932476, 25.886702347729297),69
(45.014083041584534, 41.067587068850415),0
(-81.27863685113425, 76.18528394220074),0
(-78.59377819330923, 69.54278674807598),420
(-78.79332004585868, 20.75058891102984),420
(153.97720619842545, 24.291449555373),0
(-78.91722392605051, 58.85425648560349),69
(-53.860728919799506, 71.1380743482424),1337
(115.83599512813169, 10.826428873641653),420
(-67.67729512093992, 12.0296244374043),0
(103.64832564263617, 12.05129192104694),0
(12.813429753197546, 66.26232320708259),0
(150.59376680275358, -9.450771227648671),69
(72.95128446128503, 3.73081209392161),69
(90.58344863177773, 21.96666855751227),69
(-74.67259786738997, -52.2394723038406),1337
(73.62989763404434, 5.414231130842367),420
(-43.50543621679314, 59.923880431031904),1337
(121.93838974302513, -5.220660409025581),69
(-51.312601843216015, 63.49991129842426),69
(-76.95177133946041, 34.680802578198296),1337
(-79.36982320006759, 21.113432315334776),420
(126.07773545657926, 35.089432170906925),1337
(-81.50741179384882, 24.69002347353162),1337
(164.28803449139812, -74.55794185127245),69
(142.16861381609237, -10.077272835027923),1337
(-115.18100593095247, 28.185398960050655),69
(114.25963658970436, 22.045910560845368),1337
(73.04555356745043, 8.258819695599495),420
(-5.77751080368653, 32.748594827384224),69
(-26.40100842784623, -58.390591478344476),0
(34.059177811501016, 34.978393383461864),1337
(-124.99307527160516, 50.053866014524964),420
(129.61448819522374, -14.85591791751432),420
(-139.10400120201948, -9.944377424573872),1337
(-145.25720727707642, -14.686511624041962),69
(12.85676418372234, 66.39744736451554),0
(-69.44734872752855, -54.930675333810264),1337
(-13.513230904489163, 29.262979307044386),0
(-77.9547533848189, 22.14621475930453),69
(-60.642137323789285, -70.64274999453846),0
(117.75452782900395, 15.151891851706463),69
(159.6072467838443, -8.418898823794873),0
(14.89587077703429, 68.2901034281437),0
(10.715422033072082, 78.87075858519525),0
(-64.52566233912476, 18.438303369448164),0
(49.60053284669507, 27.33778861673131),69
(-77.84070204504631, 34.1599620340568),0
(-0.9010872632654158, 60.721047247406645),420
(126.5600914706207, -13.881621444736819),1337
(-27.12534790336631, -56.68976390184694),1337
(131.30046214028215, -4.092759953689272),69
(174.87781303893814, -36.392534759889685),0
(-128.976500598732, 53.20799110091276),0
(-75.09028725611832, -48.95499524524034),420
(106.28698518211854, 3.301554860308648),69
(98.40765952988794, 9.759081918118149),0
(118.51118593904776, 39.035132852604775),0
(11.543032169462647, 54.070022880507906),420
(-89.31150101959456, 29.79798257764817),69
(124.307265146556, -9.349103580101643),69
(21.24558213776832, 60.88340502089311),420
(55.504033383633406, -4.604772270624833),0
(-62.95168461544771, 46.41375071793264),1337
(136.25425370872662, -13.6912571075206),0
(14.630749628537417, 44.33213692178757),69
(132.35474868187632, -12.105172052451623),0
(170.8479106461729, 8.895460225226607),0
(-149.85327443321233, -17.535482046671383),69
(-122.53713612218976, 47.70743341816424),420
(-113.50695602268284, 29.09036111970292),0
(-152.91325693087373, 58.33781951759039),420
(129.91500717313497, 31.853690729092836),69
(135.99190627099722, -11.696735204802872),69
(14.177846543166055, 37.67471214817295),1337
(-73.70655451889552, -42.60983869728843),0
(20.766160592785862, 60.32445689925029),420
(14.626748075573223, 45.017597838540354),69
(126.31943047705364, 34.85661256814272),0
(22.937200061763413, 36.19202858981338),420
(135.00977041369896, 34.55829194271874),1337
(168.34227122331683, -17.075131448743683),0
(169.83115386031233, -20.244826256934825),420
(22.193846071485826, 70.63115929451838),0
(-147.05596366255733, 60.25662056413059),69
(168.30629674046241, -16.49700321240503),0
(-48.815142095076695, 61.295460728414724),420
(122.6301308485161, 39.267168226371446),69
(13.417235080210178, 40.79111359709963),0
(61.43299592507382, 29.862867883171038),0
(100.91935208035653, -65.38934493057319),420
(72.90255468145493, 2.67604264907034),420
(25.678345789335456, 71.11965389114806),0
(-75.15126139004143, 23.383273446708955),1337
(14.170873964030571, 53.88589927959721),0
(-24.936231343601793, 16.88595776304982),69
(-74.29000001448094, -51.91392449957268),1337
(17.29582163042373, 69.2772836650495),0
(-60.82709128318345, 55.908058568040026),1337
(-48.482565669126956, -27.588663173625694),420
(104.65810252203589, 0.8264969309665634),0
(-44.93748866384745, 60.43471464040907),420
(14.909538615609703, 68.91890957752275),0
(27.567524152713453, 36.226721187500544),0
(-132.53440551979364, -74.48161529829841),420
(-83.73169718691699, 11.904859400054955),0
(-90.58557669415949, -68.73026594375746),1337
(98.03135531164794, 9.793138895590861),420
(151.86928666605385, -10.341160105010937),0
(-73.52639924560735, -37.0015492764882),420
(-78.83561277055199, 56.67197764874549),69
(139.37274378270192, 34.73101911641139),0
(116.98677677964186, 7.976390558564524),1337
(72.89635912934193, 6.446347870293267),69
(127.5756692473583, -1.2073438321581975),69
(133.04036669962463, 36.018181490319975),0
(-15.925806753447642, 11.104133762947137),1337
(-94.78177933710457, 75.89020503049002),420
(136.77000853458858, -15.684576852450112),69
(8.3765341478643, 39.08400098858154),69
(-130.262575969344, 54.74113740324899),420
(-105.66599307262398, 73.06309934094516),0
(-41.34857017402636, 63.074949405298256),0
(154.73050134985561, 0.9655452922352122),420
(-69.96109160821355, 60.97136613433803),420
(10.886365325552394, 59.084843572948),0
(-82.19781427134353, 68.37780124779873),0
(-74.53586712621168, -52.92219310959081),0
(-158.29494751140695, -19.815702530036567),1337
(-112.13685959992982, 25.301901760587747),420
(24.540667979512524, 38.8452372383465),0
(22.934298458362008, 60.08569048787032),69
(-7.037946995690278, 57.907087024160624),0
(15.16726823768262, 46.39083323961684),0
(-96.79658789130474, 77.82572815488865),69
(45.608786838009294, 5.236234686609058),69
(-61.236395708627036, -69.90170528083273),1337
(73.39049715716199, 5.968418738635147),420
(73.54811772171149, 1.9707147445031965),0
(73.35751543612915, 2.901007341091197),0
(-122.83439603273412, 48.42330135632293),0
(7.4749754684162415, 4.464371178442847),420
(-176.07438217963528, 51.87843061802025),69
(-75.6312158249355, 23.455346330208936),420
(73.50333129778413, 1.8324883210022762),420
(129.32135898311842, 34.44990947735034),69
(-73.28438089672493, -42.637039503554234),420
(21.803055739549528, 56.458566464956014),420
(98.44857263915489, 11.734107749977273),420
(167.38704973618093, -21.138539647623947),420
(21.302779808047827, 60.51583725944016),1337
(121.88673260916107, 13.41441572341257),0
(-165.330172235324, 66.43916474618104),69
(159.1373234450333, -9.05918919310183),1337
(107.74414939549341, 20.94220346333433),0
(-79.83638331413877, 57.4686750900427),420
(-108.8292601581342, 25.423962363140088),420
(-138.66421803107036, -10.523649140253063),0
(-61.465343925155295, 12.465030478993077),420
(-59.710094383393276, 46.031165412661544),1337
(-157.36699272375125, 1.876645557067359),420
(-115.34667541938401, 28.11015598851367),69
(-147.68970229508935, -23.872485541301373),0
(-55.87726921223667, 50.20024451464017),1337
(10.814035945997349, 55.00621038163744),69
(-11.628046158101665, 8.291728347872862),420
(-75.9795746287728, 35.100837625397915),0
(-151.7826128565937, -11.448358502913933),69
(119.76514217476524, 25.653990801614132),1337
(139.52298439087053, -17.07780598010453),0
(120.82920943564757, 38.31102733617372),69
(103.34116389341487, 1.1053025077131757),1337
(-79.5567076233014, 8.792305367916919),420
(-169.65976423004363, -14.18250034041539),420
(-161.8314860969588, -79.33853938591947),420
(-132.14163024178896, -74.15686957092882),69
(114.36474333276574, 10.372989762039861),420
(-75.15141152922303, -44.789999439723225),69
(-89.71490870724091, -1.3444021569077076),1337
(131.25472231905812, 1.0485354379914629),69
(13.175373957404606, 38.698319745440735),0
(6.168182105004137, 62.403951587016124),0
(136.88439119180697, -15.564030632437056),1337
(6.010194614613489, 59.27399738389744),0
(27.140590272277393, 35.619134118827866),1337
(165.54419982202512, 11.631997177251295),69
(73.04581218916765, 6.436753333769953),1337
(109.3319854763953, 12.608469702694357),1337
(-160.04918387608424, 55.31430988322538),0
(104.27601142587466, 0.6596219642147707),69
(73.42212222791325, 4.11787396653741),0
(-61.754767400971666, 17.65196658339119),1337
(11.149859962381457, 78.62193615485535),0
(14.966156707064394, 68.42009586365238),0
(-1.6338722753294452, 59.542961940360655),0
(102.37617244660873, 1.0854411981667536),69
(-56.87627422343414, 80.83910786077828),420
(-12.073063323989548, 8.279236761259742),1337
(-70.01571252007732, 12.517080495231953),420
(73.39743326076879, 5.36109373767775),420
(-123.52067802558227, 48.81829577152886),1337
(-65.61343944113942, 43.45011228204811),0
(112.78427214149096, 21.767322347008434),69
(132.54847237058289, 32.7493576572255),1337
(-2.9354057005491687, 35.296086352919225),0
(-97.57465198816901, 74.53623298354202),69
(100.47580233205208, -0.04360263381793228),0
(-74.52492722505428, -44.4981366676624),1337
(-123.8090890296367, 49.17933535328781),1337
(124.84339692422053, 38.52980291869454),420
(-66.63060908951246, 11.765400739644631),0
(10.969174484439971, 0.7635619796922923),69
(-60.980863895648824, -51.95056430546594),1337
(27.189083669113323, 36.861520207874925),1337
(178.52629504614845, -18.880860117085252),69
(-112.35716018851895, 28.884037135660158),69
(-90.7114071232176, 29.051814694922577),420
(-76.98517748129797, -2.198094469408407),1337
(-16.388246162573438, 19.817375877681393),1337
(34.05993812692713, 34.97955688536419),0
(-80.06923405575547, 59.778010352989675),69
(-65.8092231215308, 61.78318510837987),1337
(8.134037729641166, 53.729334279093266),0
(172.8539732067265, 3.0584114572453003),69
(16.765675488485172, 42.924441900485085),69
(167.00110012155503, -15.49736661695837),0
(-178.72212180836345, -20.664469285054132),420
(19.293988826250924, 58.378274290130484),69
(-6.730162052180404, 61.4915700140921),0
(-72.46300386040156, 21.65753819686728),69
(-177.33289853097764, 28.206516083907935),1337
(-139.05899821917794, -9.843693538634541),69
(-79.11722084426782, 8.28819693203126),69
(-75.6370316301772, 37.52607243415491),1337
(11.146193752280773, 64.86854206981316),0
(104.263764453959, 0.7912057885681156),0
(-98.84023783927519, 73.86147159550292),69
(-93.19946413133826, 73.9461192873774),69
(-143.08484298191362, -17.0031293967916),420
(-50.54320123351178, 0.1279573797943559),420
(-151.04185886545767, -16.742077708003922),69
(167.40282485003266, 8.310441437589054),69
(-78.17801178371296, 2.976413712198926),69
(90.98795038018852, 22.2055023701629),420
(20.121215343647325, 54.35998938812827),420
(156.80012234227559, -8.069767113028114),0
(134.48811760809076, 7.350141466864232),69
(-67.33104455710867, -66.82767020735142),0
(139.61306725720607, 33.88325390479165),420
(-89.58643217318942, 15.832860824733986),1337
(123.84114485969145, 24.31240320045512),69
(-1.228923061344738, 45.83395575000136),0
(72.64794224888384, 10.566836474925456),69
(72.91444592429656, 6.763649254158648),69
(-73.60958436021215, -42.33188623567748),69
(10.860152979983841, 79.66190226671273),0
(-50.144432959603456, 0.31194927333050915),0
(-61.713545036971354, 56.39957647019004),420
(73.19842664823145, 6.321640756905507),0
(-43.76486573530582, 60.08877065150968),0
(72.99186853016326, 6.8412967891888075),0
(121.69308935558216, 31.386505738217977),420
(-92.44031191462942, 62.399298384044),1337
(123.65303961977172, -1.926195373852197),0
(-122.9727563610968, 48.45622059353086),69
(-169.82784930095477, -19.032875791477903),0
(8.463158697602173, 54.721793227043854),1337
(-77.24459953799833, -12.072686532351915),1337
(129.61061238700736, 29.446238194904048),69
(-18.94240388940609, 78.01990985503895),69
(85.24700691646355, -66.62580367397177),69
(-74.6100109558246, -50.38120132982822),1337
(-71.03673659786341, -54.15876412709999),420
(103.2915195425685, 4.111604747284552),420
(103.29827628198512, 10.57864402553553),0
(73.24793515344005, 1.8910563990972842),69
(136.17850184907903, -12.070320706329875),69
(150.98423628056338, -10.593848446697445),69
(-131.51593224089854, 55.18546449931534),0
(99.83706418923391, 6.369261382425226),69
(-160.07857527113572, 55.31106028053933),69
(-32.454079616714395, -3.8811566530531896),69
(120.02696559282273, 11.870462862130807),420
(-155.87357844727364, -5.625785255647816),69
(14.878935255879673, 68.92484045018375),0
(-101.16307476877121, 69.53743744921246),0
(-74.35455903049754, -50.83820752739608),69
(-155.9795376745536, 19.642960189963247),69
(-111.04195729021431, 77.89588751947826),69
(-1.3161616667113718, 46.00826060447171),69
(11.547368466713614, 56.682646936614496),420
(122.29076839350279, 29.810722145839797),420
(18.065324342142503, 62.74092129933735),420
(18.65542841351925, 78.7762902559354),0
(-118.23932440419698, 28.954716989880858),420
(-71.63420454735343, 21.31302811775556),1337
(14.772570548267705, 44.79908133393726),420
(-74.48157017843722, -44.771411764475324),420
(-59.52925852525918, -65.22902610324199),69
(112.65066617935177, -5.83445790938479),1337
(124.34902180407178, 10.624562915372953),1337
(173.002828807852, 0.8490212905849911),420
(-81.98347449189743, 21.617453660266694),1337
(-97.43310784074227, 67.69854858097301),69
(-62.18682592243726, 16.706765918109863),0
(119.24662655494457, 26.038752065557492),0
(125.18220152590465, 24.82391792210671),0
(18.37596620612732, 59.017632292916325),1337
(-23.16537492329935, 15.194155224482815),420
(112.60201157160608, 21.68126365174369),69
(-48.39304595398491, -27.446738474161084),420
(40.346130276693586, -22.351932664283044),1337
(125.50452675327094, 3.683565137691264),0
(-64.39988876371618, 18.505145655225988),1337
(-78.59999159984805, 20.652039652225316),420
(19.966308358476386, 10.454168708858488),0
(-67.65032941583043, -54.9624891556847),420
(150.3321117838819, -21.76570506132935),69
(-170.59909860201378, 63.36721646747713),420
(-110.71148422085535, 25.301852799187515),420
(56.54528994595084, -10.368849797965954),0
(9.096143798392204, 33.31394336946247),69
(97.86628188743431, 9.404758984593197),0
(-110.8654824238097, 68.48679885729085),1337
(-16.204220913069875, 11.49450247653756),1337
(120.37149571726422, 1.0515033520301114),1337
(-64.09418019046522, 63.57041886366513),69
(136.1123317070083, 35.458045714757674),1337
(73.75267961121338, 3.4467093743969253),420
(98.50547165865441, 12.415647177234963),420
(-122.48066794338845, 48.02339243669942),69
(117.46760214244726, 6.744785926656682),69
(72.9745824833803, 6.85040929925932),1337
(-18.496783707222892, 74.69121339490592),69
(45.28341334601112, -12.785174884132534),69
(-151.3633569214205, -22.45324830265005),69
(-74.32559586435019, -49.55709762366956),69
(-54.29389268767994, 49.60129505210866),1337
(168.98932251181222, 14.588652170194853),1337
(-147.94679577891617, -76.56815522807547),1337
(134.5757679467696, -2.3091050631368697),0
(127.7596044089057, 34.53218124298882),0
(175.8432686149815, -36.617268785816904),420
(140.47770002207903, 36.519578590814774),0
(37.89027040065321, -46.626757234478916),0
(-116.1197327412422, 30.488928247051472),0
(-124.67397159105738, 49.509014258989005),420
(130.13145326641364, 32.28469548022281),0
(-82.11064875352349, 24.56735642429488),69
(168.7192537416429, 4.581793828710543),69
(-42.40602596915057, 61.489204098153536),69
(-85.22395419400485, 64.31907554561444),1337
(72.7415943619822, 11.11030945178336),0
(139.59750684911066, 33.88949884806504),420
(88.1262858065868, 21.841838839602175),69
(123.11083717101909, -1.8573819695620837),1337
(179.1595363059592, 51.45971815865915),1337
(-50.51861338695926, 2.0212344049598148),0
(-130.9987522429034, 52.06859487684368),0
(-136.4159512594856, -18.483427018281226),1337
(-62.11692097404847, -40.38699567627288),0
(36.55189084868149, 25.73705647627093),420
(126.54966917847165, 37.202723497589005),420
(56.28016652810018, 25.264506772498617),420
(-73.62269045917607, 45.4541414955312),69
(23.1833387459388, 70.41212194332542),0
(123.11715458422943, -1.3325314426871158),69
(-152.6366994796465, 58.53809263128355),0
(-40.70087717219912, 63.62167049666707),69
(73.31433875282048, 2.4958093350510038),420
(26.970708981995582, 35.39505265050847),1337
(127.22687313195176, 26.58825403148399),1337
(13.729864482256547, 68.18758733428838),0
(-110.84970110858914, 67.92939320182275),420
(125.177501798346, 37.81236357503826),69
